feature_1,feature_2,target
0.39751452,0.50852334,0
0.36255133,0.40142268,1
0.02739489,0.6185006,0
0.23855305,0.9739473,0
0.26717246,0.72370225,0
0.5505421,0.7851612,0
0.5325689,0.5273825,0
0.35863584,0.9316112,0
0.15092516,0.07440233,1
0.9608753,0.17236227,1
0.42941266,0.2096597,1
0.12081581,0.21182603,1
0.32036978,0.67867726,0
0.54587865,0.018478036,1
0.46092987,0.7772843,0
0.24890792,0.5851272,0
0.19032282,0.95198226,0
0.5283076,0.5479329,0
0.021763206,0.0540936,1
0.19850332,0.75624543,0
0.57561445,0.15335542,1
0.56712735,0.61741453,0
0.9932897,0.82251585,1
0.5011911,0.7203813,0
0.6401584,0.8749894,0
0.057589352,0.30980867,0
0.19380116,0.7657242,0
0.54433376,0.89536065,0
0.5260559,0.5033227,1
0.20608568,0.5353792,0
0.34743303,0.21329534,1
0.87539464,0.5876403,1
0.91733295,0.36360377,1
0.013910115,0.9467409,0
0.014441848,0.5385151,0
0.27590632,0.20292163,1
0.48150516,0.39123803,1
0.99475896,0.7928539,1
0.7529548,0.20840418,1
0.8096035,0.47405958,1
0.6616809,0.15802902,1
0.91200316,0.69124424,1
0.29333776,0.79546654,0
0.21382338,0.21433067,1
0.18781757,0.72942513,0
0.36881298,0.69025457,0
0.46314222,0.2470094,1
0.04667175,0.5666488,0
0.41399133,0.5518098,0
0.87938654,0.09486371,1
0.6270986,0.9971796,0
0.323758,0.61428505,0
0.011407912,0.24629378,0
0.5753451,0.37954128,1
0.8817592,0.44428134,1
0.7079327,0.7831842,0
0.522779,0.53047895,0
0.284625,0.20191568,1
0.84049344,0.2073875,1
0.09414452,0.3804111,0
0.81183094,0.9301319,0
0.9740556,0.456856,1
0.7718475,0.16208583,1
0.87351626,0.17526537,1
0.118584335,0.5592507,0
0.7665456,0.33115482,1
0.3719858,0.056470692,1
0.88967043,0.7959331,0
0.9781816,0.21871656,1
0.42569417,0.9953729,0
0.16242576,0.53940046,0
0.9309963,0.47005928,1
0.54136586,0.17942023,1
0.19058949,0.68957675,0
0.0046753287,0.30003214,0
0.08088076,0.9102583,0
0.23502105,0.020978212,1
0.62764287,0.4806348,1
0.52567244,0.98454773,0
0.49331725,0.6224818,0
0.8621328,0.407861,1
0.74011606,0.073916554,1
0.61851496,0.6682387,0
0.26083463,0.5774345,0
0.8946273,0.9440734,0
0.86518157,0.73759264,1
0.57719606,0.8876594,0
0.7736612,0.5256334,1
0.20262885,0.0046666265,1
0.59505683,0.45972472,1
0.8785726,0.75550765,0
0.5245001,0.68072504,0
0.66744906,0.0074668527,1
0.60337925,0.09147757,1
0.23129368,0.03353119,1
0.9938337,0.56491464,1
0.926635,0.73302853,1
0.67670375,0.18233484,1
0.27011156,0.18753594,1
0.5985759,0.5103162,1
0.5041636,0.90265185,0
0.05330199,0.5344249,0
0.9013285,0.08469516,1
0.6779181,0.20913976,1
0.25398213,0.78913146,0
0.7634512,0.37138337,1
0.36576122,0.6076168,0
0.90165,0.09829247,1
0.08951497,0.30895716,0
0.4577744,0.50718975,0
0.7333371,0.2389893,1
0.22568196,0.76728034,0
0.82160354,0.8183655,0
0.46903777,0.4617651,1
0.92786884,0.42889076,1
0.7889053,0.3721884,1
0.12222487,0.92961717,0
0.5308336,0.19123054,1
0.5912448,0.8491186,0
0.40669984,0.9138669,0
0.31978554,0.51264167,0
0.2708614,0.12853742,1
0.766961,0.80638546,0
0.041701972,0.46182156,0
0.30572706,0.76736987,0
0.19044608,0.80987155,0
0.030268848,0.39556408,0
0.69025177,0.6827067,0
0.5056887,0.75328803,0
0.38861525,0.21766716,1
0.07760084,0.6548814,0
0.6065842,0.6520285,0
0.3746603,0.61852074,0
0.36843747,0.5044194,0
0.1048609,0.3790666,0
0.66515505,0.94827825,0
0.9871849,0.77207893,1
0.6749013,0.05766225,1
0.9123862,0.9145725,0
0.24167794,0.64892405,0
0.8784869,0.9904763,0
0.8894506,0.29703844,1
0.08287883,0.61547196,0
0.36058927,0.008908331,1
0.27019703,0.4769222,0
0.7007742,0.9381708,0
0.91767126,0.96573263,0
0.78408426,0.5677567,1
0.24334711,0.21006018,1
0.7598039,0.13016355,1
0.85820806,0.3535809,1
0.6695848,0.59197754,1
0.35005182,0.47426474,0
0.6024306,0.0057737827,1
0.6340078,0.11102909,1
0.35588235,0.058121324,1
0.91694933,0.5929952,1
0.9533566,0.3258903,1
0.19147676,0.2593252,1
0.7694537,0.6306305,1
0.47325975,0.20894581,1
0.9093301,0.34649056,1
0.9672285,0.81477445,0
0.3123986,0.2355429,1
0.50691557,0.92868906,0
0.79068244,0.084843874,1
0.015685856,0.72173166,0
0.6509407,0.35395718,1
0.76758873,0.21350443,1
0.2830189,0.85609066,0
0.77121806,0.7174827,0
0.28631467,0.18225104,1
0.68552023,0.052978158,1
0.9451332,0.4977702,1
0.99411684,0.3097604,1
0.42734087,0.61023843,0
0.5212912,0.75662214,0
0.111267686,0.9917939,0
0.31282377,0.4215296,0
0.040305495,0.014410555,1
0.15335011,0.9702738,0
0.9211686,0.8963834,0
0.107165694,0.5712591,0
0.28933382,0.75181854,0
0.38215858,0.8792912,0
0.5341647,0.75904465,0
0.63858694,0.7434564,0
0.33179557,0.3190208,1
0.8797194,0.9213234,0
0.40586734,0.5221452,0
0.21865839,0.23866343,1
0.8575222,0.049024224,1
0.6347315,0.28345782,1
0.27149677,0.1310975,1
0.18102694,0.7507164,0
0.18821412,0.28926396,1
0.3322209,0.24052131,1
0.8274176,0.7871746,0
0.74682057,0.68221474,0
0.021108508,0.18521017,0
0.64142543,0.8569285,0
0.85443175,0.34114844,1
0.59504545,0.87467915,0
0.5346992,0.021028817,1
0.15573078,0.39410305,0
0.024156392,0.010548115,1
0.4711101,0.57937497,0
0.8597051,0.16914493,1
0.08727181,0.9262143,0
0.7125113,0.80176604,0
0.5127892,0.8297485,0
0.5403275,0.7778712,0
0.90850383,0.80223876,0
0.7972501,0.073616326,1
0.80531913,0.08683729,1
0.4258405,0.79796594,0
0.96201605,0.06721133,1
0.5073176,0.42944568,1
0.16437352,0.31547683,0
0.57853407,0.063710034,1
0.17536175,0.5762795,0
0.82247996,0.8284591,0
0.5256371,0.28643334,1
0.31353867,0.59491336,0
0.70850337,0.9734776,0
0.16047913,0.2957123,0
0.8730519,0.59760064,1
0.29317194,0.7056363,0
0.19815338,0.6046362,0
0.3712101,0.4220227,0
0.48642576,0.11810827,1
0.878427,0.991043,0
0.5897006,0.32298774,1
0.5529645,0.2828331,1
0.8013177,0.8878836,0
0.64750665,0.9432507,0
0.90289575,0.8853438,0
0.09956622,0.8510844,0
0.22366709,0.49467432,0
0.3344301,0.043755412,1
0.7604906,0.09246522,1
0.48250324,0.3739226,1
0.7673272,0.9442616,0
0.26323318,0.3586933,0
0.518236,0.76639235,0
0.84883183,0.9944598,0
0.62720317,0.3259055,1
0.6121977,0.8928036,0
0.23259896,0.9803029,0
0.6488187,0.51448005,1
0.38593388,0.5726542,0
0.21134746,0.093485475,1
0.5758231,0.92938155,0
0.62456346,0.22653663,1
0.7589995,0.3984369,1
0.4844023,0.9782331,0
0.7182124,0.27639955,1
0.4361621,0.35782933,1
0.17279649,0.6254765,0
0.28789943,0.121662736,1
0.6687747,0.5755302,1
0.9271197,0.07743776,1
0.08809,0.12018168,1
0.29560184,0.42869437,0
0.80611986,0.47576022,1
0.3219884,0.6783127,0
0.52669114,0.79605633,0
0.38673484,0.41113985,1
0.026417911,0.60674673,0
0.22221124,0.46057558,0
0.6903094,0.65502393,0
0.5266372,0.9295361,0
0.10971415,0.34243864,0
0.74969876,0.33112097,1
0.69402486,0.035688996,1
0.8386208,0.8677296,0
0.6925209,0.19866425,1
0.34212244,0.08155197,1
0.9692632,0.3124684,1
0.71490103,0.77705145,0
0.67451334,0.20435292,1
0.5232759,0.06288546,1
0.2516188,0.9759331,0
0.034778953,0.7403471,0
0.8439545,0.41176635,1
0.7128959,0.09893203,1
0.8913483,0.19948179,1
0.7958863,0.02815187,1
0.30135423,0.056791365,1
0.23632461,0.3928494,0
0.03792739,0.31085682,0
0.21001917,0.43567425,0
0.0783903,0.24937028,0
0.7725876,0.8780645,0
0.39432597,0.5568215,0
0.29701227,0.40540284,0
0.27951574,0.5182601,0
0.53314424,0.22961396,1
0.6721651,0.5305221,1
0.6442051,0.5936403,1
0.52594453,0.46164775,1
0.49066746,0.8888922,0
0.8546498,0.6768785,1
0.7512276,0.16580552,1
0.92062944,0.23736066,1
0.5113622,0.281272,1
0.51113415,0.89755654,0
0.7060844,0.5836717,1
0.9417447,0.3717109,1
0.8367293,0.46292484,1
0.61781186,0.31837988,1
0.95148385,0.85947216,0
0.5958723,0.16352665,1
0.8129967,0.26398665,1
0.64232254,0.23774081,1
0.47480935,0.29804695,1
0.25494665,0.5552463,0
0.9235672,0.40942454,1
0.35541362,0.1255427,1
0.96041304,0.49338746,1
0.50547224,0.6214592,0
0.5246494,0.3055762,1
0.13678336,0.25032032,1
0.6061156,0.1673516,1
0.5520273,0.5964093,0
0.69984347,0.8476542,0
0.43065214,0.88120735,0
0.27950817,0.24051148,1
0.41407764,0.25538093,1
0.79291797,0.15723717,1
0.92689884,0.0501858,1
0.59232986,0.30037624,1
0.3528723,0.08410621,1
0.58730024,0.6639005,0
0.23048615,0.9922367,0
0.29378515,0.45275217,0
0.010055304,0.59971416,0
0.043555558,0.5389829,0
0.5603648,0.21267009,1
0.75505435,0.22075945,1
0.23960173,0.33591443,0
0.6278709,0.06709927,1
0.45311064,0.640589,0
0.65819937,0.82352793,0
0.062883854,0.7951825,0
0.018322945,0.25169086,0
0.45225447,0.16325867,1
0.98514676,0.0054060817,1
0.422593,0.8309421,0
0.8581776,0.13379991,1
0.6350311,0.632016,0
0.5477646,0.33496118,1
0.46915984,0.5653318,0
0.5632886,0.4457274,1
0.9681642,0.36089724,1
0.7516496,0.2992484,1
0.16403276,0.25022745,1
0.9924911,0.7281863,1
0.48024958,0.78999805,0
0.045272768,0.7293612,0
0.3965742,0.23401237,1
0.58172834,0.39039022,1
0.1161229,0.76223654,0
0.70226127,0.7883059,0
0.48741794,0.42588395,1
0.76505023,0.3047139,1
0.25567245,0.48741966,0
0.89064074,0.53616023,1
0.19626898,0.3233446,0
0.116739035,0.3888288,0
0.91932285,0.32543337,1
0.5216947,0.356403,1
0.69305533,0.9885034,0
0.08058053,0.77685875,0
0.4474843,0.1782301,1
0.47603518,0.0031501055,1
0.2583329,0.020413876,1
0.94956243,0.3918445,1
0.06931263,0.5152553,0
0.4165271,0.1327402,1
0.12687314,0.88745344,0
0.03628826,0.9174458,0
0.8711082,0.89556444,0
0.84332895,0.5646723,1
0.868458,0.014690936,1
0.46521568,0.8519164,0
0.1547612,0.8398551,0
0.80377877,0.07013661,1
0.59919626,0.54824704,1
0.8393952,0.7668321,0
0.83440053,0.28931534,1
0.57823706,0.7564049,0
0.1597929,0.35304993,0
0.5343733,0.91465163,0
0.13314772,0.40037864,0
0.55365235,0.35725027,1
0.35839236,0.29919624,1
0.89798814,0.77190953,0
0.094724536,0.35774893,0
0.44651425,0.9832339,0
0.04363537,0.46825755,0
0.6091154,0.44290632,1
0.6499678,0.68522453,0
0.0040014386,0.58264154,0
0.80821735,0.62397194,1
0.17426366,0.49428308,0
0.32687193,0.040973246,1
0.4729836,0.8379601,0
0.86679363,0.34314477,1
0.97774214,0.7623418,1
0.94433236,0.08899033,1
0.3486929,0.5780174,0
0.26640272,0.02351284,1
0.8663193,0.11925578,1
0.46562845,0.56658417,0
0.56653196,0.49873352,1
0.65284824,0.7719083,0
0.07526457,0.494991,0
0.8494779,0.3765208,1
0.25734955,0.686125,0
0.68725574,0.61823153,1
0.48463017,0.05529511,1
0.82980996,0.41280037,1
0.5019138,0.39555365,1
0.9175695,0.054234266,1
0.9274198,0.72504056,1
0.82483417,0.6115817,1
0.5700746,0.93427324,0
0.6542661,0.98036724,0
0.77995473,0.3140121,1
0.9410963,0.4458056,1
0.7443539,0.21030998,1
0.39271247,0.3526833,1
0.35567492,0.007398069,1
0.90364784,0.12752247,1
0.36737704,0.82068783,0
0.9999569,0.9436507,0
0.49246198,0.46621937,1
0.21823871,0.5828784,0
0.20735872,0.23934919,1
0.6146792,0.10269588,1
0.07283646,0.523609,0
0.8601012,0.5707209,1
0.23452616,0.6761428,0
0.08334482,0.61710656,0
0.22633749,0.9297588,0
0.41875732,0.79163414,0
0.87151754,0.33864748,1
0.46722937,0.8526989,0
0.16272521,0.51872796,0
0.17135006,0.20781475,1
0.12735403,0.9373435,0
0.766709,0.7135865,0
0.10197079,0.008944035,1
0.1939215,0.37982357,0
0.014115214,0.2471698,0
0.12655133,0.79458225,0
0.77891845,0.23141664,1
0.7461828,0.9628355,0
0.7257211,0.89481777,0
0.6890155,0.8632324,0
0.9797803,0.7268988,1
0.99971944,0.42109126,1
0.063393235,0.74390537,0
0.68846816,0.6511449,0
0.85047317,0.8814342,0
0.5259077,0.6204573,0
0.44107795,0.28379762,1
0.7311023,0.25707984,1
0.93176687,0.4037375,1
0.51058054,0.49857152,1
0.7843153,0.12655616,1
0.9158904,0.6696499,1
0.19693035,0.19264865,1
0.53197885,0.7000682,0
0.46463168,0.8568901,0
0.89667815,0.784162,0
0.95734483,0.8995932,0
0.4357596,0.19475144,1
0.03275639,0.8245471,0
0.66690296,0.5960122,1
0.31861115,0.936911,0
0.26722312,0.15935159,1
0.6994868,0.9238688,0
0.38947165,0.3979267,1
0.894317,0.22948831,1
0.11051446,0.2451415,0
0.14329475,0.2599303,1
0.3264454,0.95580983,0
0.17227149,0.38083678,0
0.49404788,0.76786757,0
0.8741182,0.55111885,1
0.5951173,0.76755005,0
0.689892,0.7259443,0
0.5889914,0.8446756,0
0.25122964,0.42619377,0
0.9387147,0.8236729,0
0.835809,0.26787984,1
0.6654249,0.51258373,1
0.79584616,0.049037218,1
0.05120951,0.9870041,0
0.7283213,0.29892927,1
0.75266606,0.509609,1
0.9538114,0.8076375,0
0.08722043,0.07511997,1
0.18457139,0.8522074,0
0.38368726,0.5116321,0
0.04791963,0.83025503,0
0.8714247,0.4597162,1
0.05101818,0.6910104,0
0.77489746,0.07141107,1
0.9419633,0.3099578,1
0.11170918,0.09357524,1
0.4891979,0.26007718,1
0.81659627,0.6515296,1
0.49802727,0.18029362,1
0.70755494,0.02901566,1
0.70395964,0.03570485,1
0.5669468,0.37337285,1
