feature_1,target
0.26269728,-0.42753282
0.0057202578,-1.1000724
0.65107185,0.289835
0.61474067,0.46570253
0.30380553,-0.56702435
0.7725677,0.6082281
0.90674114,0.75436544
0.68943036,0.40027252
0.37111068,-0.3367525
0.24950176,-0.48568138
0.5361514,0.11537233
0.008953512,-0.9238712
0.40784323,-0.12046529
0.6137669,0.120426275
0.8104797,0.58462495
0.92037845,1.0514547
0.81356174,0.52005565
0.9285332,0.90751475
0.8496133,0.85570854
0.08517885,-0.7698632
0.921321,0.81883955
0.09828001,-0.6982606
0.6878806,0.33571312
0.772387,0.62254244
0.5838861,0.19121324
0.40698397,-0.22439261
0.76371306,0.51482975
0.4880252,-0.22322367
0.87908566,0.8195419
0.257375,-0.5738495
0.20815808,-0.68959737
0.109084845,-0.7216766
0.6032935,0.42543018
0.022046566,-0.86566913
0.82779574,0.75997096
0.75177765,0.44407856
0.0796957,-0.67438084
0.5834271,0.18138355
0.60578513,0.49984762
0.9875321,0.9579283
0.574195,0.011857733
0.21328771,-0.7532368
0.8911137,0.8882768
0.3434323,-0.2598729
0.5854113,0.1472183
0.32018423,-0.3806139
0.109413505,-0.8155642
0.69716686,0.3648457
0.82947874,0.6112446
0.57017815,0.026343204
0.6740985,0.16717052
0.03707677,-1.0288436
0.32860047,-0.3526937
0.11390042,-0.88611907
0.36672592,-0.15666562
0.47230434,0.08976425
0.77286077,0.49354303
0.19598275,-0.690362
0.5971011,0.016910449
0.98401463,1.0544585
0.7642542,0.49375117
0.20868647,-0.6670326
0.8634499,0.94650614
0.933239,0.87051374
0.29449022,-0.3154416
0.94474834,0.9920902
0.9790794,1.1404383
0.9338687,0.9692325
0.44270068,0.047684655
0.74351573,0.4107539
0.4620862,-0.0933509
0.56892645,0.30567765
0.26000172,-0.58859295
0.34956622,-0.3243934
0.33532763,-0.55747676
0.98724836,0.95508295
0.7337413,0.5132009
0.30425382,-0.32571095
0.09779024,-0.8885015
0.4678467,-0.0612904
0.1861605,-0.5282026
0.5793245,0.31081656
0.31244487,-0.43359622
0.83896387,0.76409036
0.7477228,0.42825997
0.58398587,0.04227902
0.7838336,0.45158917
0.9663875,0.97457725
0.9128079,0.8595429
0.24716908,-0.42332038
0.6731157,0.43588236
0.26068455,-0.28131092
0.49806595,0.028355926
0.77495,0.58006173
0.20792496,-0.49404213
0.105771005,-0.7639976
0.10702962,-0.6451246
0.6965972,0.29020798
0.5092206,-0.045691222
0.34446245,-0.4308958
0.59316903,0.14798889
0.56182957,0.1985606
0.2188816,-0.5337171
0.8895334,0.90872645
0.057516932,-0.84082687
0.64062405,0.4060959
0.6073715,0.22270839
0.5286687,-0.065163426
0.36482418,-0.16331404
0.7181531,0.3982013
0.5022687,-0.16069184
0.2923953,-0.33275002
0.09794408,-0.8296069
0.93151975,0.8935514
0.03976661,-0.925015
0.65778255,0.42112795
0.8022926,0.59176105
0.7506882,0.5638332
0.37368596,-0.20436585
0.04682201,-0.9243962
0.13107514,-0.70958716
0.44062155,-0.17224428
0.15663946,-0.81612754
0.7988382,0.5937516
0.121266425,-0.8709602
0.22711414,-0.54532737
0.668517,0.35868338
0.75779736,0.4454291
0.8018904,0.8367297
0.62015086,0.22879386
0.9883192,0.9358823
0.64423263,0.3194243
0.39004266,-0.23757155
0.38382578,-0.02824077
0.5226732,-0.00429124
0.43341964,-0.15552597
0.18356508,-0.71143186
0.5776725,0.2128839
0.78320974,0.6396872
0.21474493,-0.5768757
0.22713757,-0.49897096
0.914344,0.6391842
0.774451,0.36546108
0.6268466,0.06755993
0.2865191,-0.57682204
0.18009579,-0.6964477
0.01285553,-1.0477037
0.054896355,-0.8750767
0.036901653,-1.0874
0.37221467,-0.19899806
0.18862182,-0.79484534
0.04209292,-0.9357779
0.24603933,-0.45812547
0.9968295,1.0484853
0.7426101,0.5401791
0.25907725,-0.47896925
0.17221689,-0.6433223
0.78736544,0.53794014
0.4566821,-0.22450428
0.42712963,-0.27810287
0.17524248,-0.6439363
0.0029750466,-1.0442315
0.6154461,0.18030693
0.8127307,0.8264051
0.039575994,-0.7877126
0.5934651,0.20574804
0.94421595,0.8085684
0.12365657,-0.7388717
0.018318057,-0.940364
0.40824038,-0.24966475
0.113202035,-0.8101041
0.6674685,0.23685983
0.31046295,-0.44729653
0.5362647,0.060040448
0.22514117,-0.83937824
0.10219735,-0.8522134
0.67946154,0.2974737
0.2653345,-0.37122935
0.89274347,0.9337674
0.44353098,-0.013221398
0.3192581,-0.3465531
0.2831052,-0.4393825
0.23011482,-0.4551232
0.93980116,0.9266408
0.57170516,0.032980658
0.6165894,0.083962604
0.8433586,0.6827529
0.4799989,-0.11289406
0.75553495,0.5004641
0.59592456,0.025478438
0.47406268,-0.015841443
0.35993725,-0.38490713
0.16181469,-0.566123
0.010780513,-0.96177834
0.7021785,0.47674268
0.51799643,0.14899148
0.91075647,0.80711764
0.091451526,-0.673212
0.61507326,0.15431783
0.84255856,0.6887294
0.7596868,0.3700357
0.5510665,0.049360108
0.31657547,-0.37762177
0.30358917,-0.29487985
0.060736477,-1.0416328
0.99272966,0.79693836
0.30567908,-0.14328127
0.77035886,0.55457944
0.23736018,-0.38151628
0.93059343,0.8440427
0.8805364,0.96518135
0.04216987,-0.84037185
0.16345859,-0.72351456
0.15459949,-0.6971113
0.4552194,-0.20721415
0.34648246,-0.5510166
0.52106035,0.1720101
0.24193376,-0.6510956
0.022868693,-1.0585693
0.2873879,-0.30573556
0.5039834,0.015981179
0.99973047,0.96007615
0.9186258,0.8306726
0.968986,1.0224323
0.4743293,0.12562744
0.88481,0.6723536
0.37009662,-0.3779595
0.9304668,0.78728026
0.7326445,0.46747485
0.39840615,-0.15419681
0.98537093,1.034087
0.7127505,0.43778214
0.6158824,0.43392026
0.2009567,-0.6876317
0.2363528,-0.6546145
0.2985404,-0.36099598
0.42697757,-0.1565402
0.4906587,0.1407932
0.5875675,0.219388
0.5912863,0.3242718
0.58244777,0.28701395
0.41841108,-0.2201002
0.35517102,-0.3382737
0.25517517,-0.46554685
0.5469036,0.12932894
0.6545188,0.064603224
0.071053505,-0.8260372
0.24226463,-0.4404176
0.33501685,-0.28056732
0.888983,0.7541054
0.51176864,-0.005568126
0.3520152,-0.100403324
0.9322489,0.8755997
0.63668007,0.32180554
0.12698358,-0.8135217
0.9745904,1.0058036
0.8684057,0.6275442
0.70475614,0.5053349
0.24542153,-0.47166777
0.4881053,-0.05314343
0.50452733,0.114811815
0.16319543,-0.6624615
0.4241724,-0.08846168
0.47531796,-0.038745627
0.83548254,0.6840592
0.48323154,0.03943967
0.056664526,-0.80422837
0.35857368,-0.24129526
0.1860187,-0.69843304
0.8746617,0.72477895
0.39825445,-0.20226572
0.6495944,0.11297354
0.76928127,0.69782406
0.46174628,0.07303491
0.9306301,0.94260675
0.42730272,-0.018932253
0.85958165,0.8154201
0.6709558,0.13023336
0.61124855,0.060185105
0.67163175,0.46633586
0.5919566,0.31823295
0.35035944,-0.33616978
0.4979077,0.07280945
0.45837957,0.100394174
0.47869152,0.07384261
0.16942096,-0.7158075
0.55992705,0.03913174
0.16754794,-0.84414536
0.5053415,-0.11744623
0.03344214,-0.91894555
0.7621335,0.48398253
0.37391025,-0.21110557
0.46060908,0.04798375
0.21437573,-0.71249765
0.67952985,0.5636028
0.77797985,0.48697305
0.47810847,-0.027919918
0.39333922,-0.2659451
0.34210223,-0.25011858
0.2284553,-0.47080818
0.042156637,-0.88718504
0.31173247,-0.48921597
0.05444014,-0.9151741
0.52037424,0.05870261
0.060284436,-0.84238124
0.15519851,-0.46349117
0.6862572,0.20929371
0.8165993,0.63867074
0.46007752,0.078641996
0.49378556,-0.19058466
0.6423188,0.3295848
0.76148164,0.4349352
0.7689524,0.4903787
0.46650237,-0.20773031
0.29282176,-0.26160318
0.12997288,-0.73785466
0.83319926,0.6733714
0.41545576,-0.1377671
0.62993956,0.2405624
0.7107886,0.41550115
0.657592,0.3429631
0.7031344,0.39163134
0.8043535,0.5164192
0.100738764,-0.84326005
0.879404,0.6759671
0.9864479,0.8445669
0.16142678,-0.80676615
0.7914777,0.5476496
0.23858231,-0.36838543
0.26057845,-0.3322465
0.42158496,0.0028995872
0.55809236,0.044330314
0.10087514,-0.68802196
0.8668063,0.6496712
0.6304672,0.013930276
0.35960096,-0.33403283
0.22886622,-0.53114444
0.7183898,0.53462374
0.2094981,-0.60670185
0.036461353,-0.9919496
0.7369054,0.528558
0.29100722,-0.4647017
0.22403985,-0.41098243
0.7095937,0.46370262
0.030224323,-0.8416276
0.46537203,-0.07197489
0.54444,0.23841242
0.300462,-0.42249507
0.37378615,-0.2936153
0.851909,0.69175535
0.7138602,0.35956308
0.8515766,0.6029846
0.554572,0.06785579
0.42267096,-0.1956927
0.89777213,1.0029933
0.16985196,-0.5157986
0.46698314,0.028300218
0.7624679,0.6404495
0.3869896,-0.23322856
0.3410809,-0.4174056
0.5177976,0.17225514
0.8169154,0.4177122
0.5919832,0.075568326
0.8758999,0.78629434
0.13821363,-0.5813111
0.90054935,0.7977115
0.7697038,0.6854994
0.5713512,0.027043983
0.18725449,-0.59389275
0.6696992,0.29655072
0.6154565,0.1709665
0.9424769,0.8780641
0.2762428,-0.3554127
0.80656195,0.6751989
0.22547454,-0.7228776
0.4147085,-0.036666527
0.24253088,-0.548021
0.54229146,0.2727468
0.7948715,0.69934416
0.75956756,0.5765337
0.65158916,0.35500664
0.44360054,-0.10020012
0.69488734,0.53043157
0.60951674,0.3731615
0.5768137,0.14944033
0.96407986,0.9328349
0.045100212,-0.7869275
0.18248874,-0.60058737
0.29622096,-0.32579386
0.05080962,-0.9139439
0.66814405,0.17385173
0.7147112,0.567564
0.44060618,-0.1358331
0.5552439,0.1159444
0.10058296,-0.8955829
0.20609236,-0.56803495
0.9139487,0.7439627
0.8967388,0.84907484
0.9874151,1.0660738
0.36627018,-0.10731983
0.31956124,-0.3921022
0.6692366,0.44930333
0.18376309,-0.6471139
0.5142184,-0.029454906
0.7581027,0.4499439
0.6873345,0.39891964
0.06836063,-0.9615101
0.09207362,-0.9633007
0.8614914,0.6737986
0.44138986,-0.062982485
0.5735125,0.17999062
0.22887617,-0.5485646
0.7898236,0.642276
0.6846202,0.42525852
0.99222636,1.0097531
0.62722963,0.24764735
0.9681188,0.7859732
0.88123167,0.75900143
0.018274069,-0.9565287
0.9435688,0.91124076
0.85488564,0.85749173
0.5522828,0.09407403
0.82392776,0.6923423
0.4042319,-0.3023039
0.36823976,-0.21078554
0.75126606,0.5186419
0.04700476,-1.0009506
0.5843728,0.15885662
0.33190745,-0.353476
0.9114857,0.7151638
0.07264811,-0.80487
0.31002748,-0.32237825
0.04987502,-0.8865884
0.17028266,-0.6431016
0.34127575,-0.38329837
0.6190538,0.27795574
0.11563504,-0.5996963
0.85337883,0.6568216
0.20965302,-0.58476174
0.19731677,-0.67797947
0.059972048,-0.7649093
0.34072894,-0.38996398
0.03494823,-0.9975537
0.40119785,-0.13272817
0.14778912,-0.6781132
0.9268497,0.67969483
0.58802503,0.2672139
0.06666368,-0.92085564
0.33483666,-0.4582284
0.843556,0.5621755
0.93968445,0.9303582
0.8586474,0.7095432
0.8670456,0.8937647
0.1663478,-0.6614768
0.59264153,0.25389808
0.29808545,-0.32228556
0.20089996,-0.581566
0.7449274,0.5690725
0.66650337,0.28549463
0.7158008,0.48399237
0.46554542,-0.33317646
0.88288033,0.5684391
0.8070998,0.53363854
0.64922625,0.42213008
0.78011215,0.48168465
0.95471483,1.0751039
0.45347202,-0.11761892
0.18822062,-0.68656516
0.9372591,0.8046521
0.15466529,-0.6100139
0.45185608,0.006630771
0.5110353,0.06922224
0.24831545,-0.48395547
0.65205586,0.24911311
0.14749092,-0.70002884
0.65320444,0.20483826
0.4009642,-0.18795356
0.54003215,0.19531597
0.70855045,0.5265605
0.0046281815,-0.99607843
0.12358767,-0.67242044
0.23304749,-0.5722304
0.81382996,0.6120771
0.7968737,0.6862389
0.2387191,-0.3137322
0.18501109,-0.7744766
0.7617938,0.57869536
0.6296632,0.25261688
0.28538394,-0.32094663
0.71167254,0.41241375
0.66540706,0.22508347
0.45305425,-0.07619189
0.029681087,-1.0340827
0.45084995,-0.118732065
0.123821616,-0.85002595
0.21369654,-0.60904145
0.9290713,0.9072644
0.66853863,0.31105742
0.37515545,-0.30036613
0.59298277,-0.0050742626
0.5669592,-0.057975575
0.40088558,-0.15194088
0.63266295,0.1227649
0.21610981,-0.57606035
0.6346724,0.26028508
0.9396123,1.0166667
0.83405656,0.7225231
0.71278447,0.5397052
0.025238693,-0.88196796
0.49770856,-0.044834
0.8431341,0.63443047
0.8768988,0.7708591
0.52808297,0.04236416
0.602059,0.24729821
0.59044087,0.05662459
0.02914244,-0.8195376
0.1457504,-0.64323974
0.8099791,0.7091952
0.22873592,-0.5300193
0.09859657,-0.84832954
0.9573069,0.9045994
0.89889985,0.7395285
0.67158836,0.224309
0.11066824,-0.76250976
0.09967214,-0.7555421
0.5250075,0.013018433
0.17240053,-0.5832815
0.24059677,-0.49279177
0.5409736,0.058287546
0.8627053,0.69352096
0.7466416,0.51302594
0.42594272,-0.24876994
0.7602288,0.5019897
0.2835443,-0.33675852
0.966091,0.96963954
0.47293502,-0.10844198
0.25026685,-0.3457212
0.81283957,0.53588474
0.1269775,-0.5332471
0.5822119,0.18898621
0.3258493,-0.4737292
0.58008134,0.041360363
0.6312678,0.19115344
0.36714423,-0.14184253
0.26209086,-0.37831563
0.53970355,-0.024529971
0.31104743,-0.24245977
0.089738846,-0.954271
0.7760292,0.67625135
0.72577643,0.3843563
0.92084235,0.9745669
0.6066282,0.0996323
0.41228157,-0.2377984
0.46552807,-0.062105652
0.25072277,-0.35432303
0.11772025,-0.79442215
0.91018754,0.9487406
0.7331302,0.37051532
0.7273588,0.31237945
0.6235492,0.1896243
0.7836004,0.57466066
0.009426177,-0.9869965
0.16249138,-0.7582376
0.85818434,0.76544183
0.90983427,0.7329111
0.2670207,-0.5154107
0.907,0.8159498
0.7424166,0.47549343
0.4515602,-0.15687679
0.6901398,0.50981647
0.23288816,-0.65216464
0.11910409,-0.94685954
0.23541808,-0.59155375
0.9265401,0.86361194
0.66608524,0.26373768
0.5969798,0.23018463
0.99359626,0.96558034
0.052674294,-0.8349138
0.8752883,0.9646591
0.87856317,1.0060129
0.055816412,-0.843818
0.6652099,0.2526787
0.12246257,-0.7011789
0.029179454,-1.119867
0.65413445,0.2086147
0.5825348,0.14154904
0.73285615,0.37809077
0.5410934,0.106513776
0.9334165,0.8062535
0.036910832,-0.94719875
0.5307369,0.26858371
0.46068352,0.051176816
0.94221693,1.031909
0.4466415,-0.19871548
0.33898908,-0.23231313
0.49821705,-0.07865281
0.0748781,-0.8278126
0.1865142,-0.7091763
0.7589258,0.5042806
0.7784587,0.522726
0.14060968,-0.86310315
0.64300823,0.29665878
0.12956011,-0.7158962
0.9358609,0.8688388
0.7817757,0.6477431
0.09554821,-0.7403691
0.9264359,0.84500605
0.97805476,1.0143508
0.44013798,-0.090352364
0.16606528,-0.7569272
0.24984938,-0.6133992
0.75303304,0.5594052
0.12331742,-0.6797356
0.50773376,-0.042954423
0.073015034,-0.8079178
0.45246655,-0.17369875
0.17099887,-0.6327456
0.10620135,-0.7431724
0.91124636,0.78675246
0.42778683,-0.2425305
0.6530523,0.19003505
0.2525893,-0.4498272
0.8680514,0.86678034
0.79869807,0.56171113
0.23888838,-0.4989275
0.6609901,0.3929058
0.33842897,-0.38275188
0.46599752,-0.053081084
0.1847167,-0.6085426
0.098137915,-0.88282865
0.19086516,-0.6965945
0.07216054,-0.86251533
0.38520944,-0.2706055
0.08082485,-0.96302915
0.8351431,0.57231164
0.79963773,0.44106323
0.7800474,0.4321357
0.08304995,-0.71808064
0.07149315,-0.89427304
0.63369626,0.229289
0.32621253,-0.21959361
0.062006593,-0.9053044
0.68185157,0.22520925
0.46722305,-0.13658503
0.09966099,-0.8306234
0.9753483,1.0257581
0.003021419,-0.86143696
0.4472326,-0.14273469
0.68197685,0.18586232
0.7629439,0.45292005
0.5401834,0.14896402
0.9575448,0.8358975
0.45455164,-0.040832836
0.22526395,-0.46928543
0.79530466,0.5451866
0.94193316,0.85736626
0.47775465,-0.115472764
0.31632447,-0.2928902
0.12058371,-0.781291
0.5784307,0.3348325
0.14930779,-0.7845186
0.44207883,0.076283514
0.3910864,-0.3629676
0.5771872,0.15878563
0.0048595667,-1.0265197
0.69918513,0.43440053
0.37829745,-0.13492298
0.78145957,0.7465925
0.8176792,0.453762
0.73176163,0.4282334
0.32058275,-0.28409627
0.3557235,-0.2687398
0.46608555,-0.1598691
0.06656921,-0.775771
0.48918164,-0.08105157
0.792698,0.3995012
0.7079711,0.45890582
0.0042589903,-0.9512213
0.15100819,-0.44814605
0.014054239,-1.138503
0.024764478,-0.8990255
0.8346953,0.5636259
0.66054785,0.20067585
0.07524693,-0.9720421
0.7688539,0.6634647
0.59204936,0.028705537
0.72482383,0.36164954
0.78877646,0.6858088
0.34805346,-0.30307502
0.190857,-0.5104645
0.17577434,-0.61797583
0.497185,-0.116232626
0.35622472,-0.25358653
0.37497848,-0.115372166
0.7109845,0.6301926
0.49560773,0.019362316
0.90411997,0.942215
0.77357984,0.57720083
0.32418978,-0.11768146
0.042636216,-0.95100206
0.7771387,0.49056053
0.2803288,-0.3932977
0.7162941,0.2999757
0.93157834,0.8538191
0.41243178,-0.13364089
0.012533903,-1.1308861
0.62329,0.24300781
0.99544275,0.9097769
0.40018898,-0.16414483
0.19436884,-0.49234754
0.20364171,-0.61529934
0.48699737,0.040862523
0.42819452,-0.09663887
0.6392579,0.38228655
0.17790997,-0.5833479
0.54613036,0.094624855
0.2683974,-0.4101375
0.7518178,0.38988975
0.33702183,-0.25737375
0.23088306,-0.61687595
0.3458926,-0.41452765
0.9567685,0.89279926
0.92335874,0.8692133
0.015463352,-0.8137423
0.22086167,-0.57436943
